,TIME,ID,VALUE
236,2009-08-27,active_addresses,29.0
237,2009-08-28,active_addresses,75.0
238,2009-08-29,active_addresses,78.0
239,2009-08-30,active_addresses,99.0
240,2009-08-31,active_addresses,93.0
241,2009-09-01,active_addresses,78.0
242,2009-09-02,active_addresses,66.0
243,2009-09-03,active_addresses,76.0
244,2009-09-04,active_addresses,64.0
245,2009-09-05,active_addresses,76.0
246,2009-09-06,active_addresses,68.0
247,2009-09-07,active_addresses,92.0
248,2009-09-08,active_addresses,69.0
249,2009-09-09,active_addresses,54.0
250,2009-09-10,active_addresses,67.0
251,2009-09-11,active_addresses,67.0
252,2009-09-12,active_addresses,69.0
253,2009-09-13,active_addresses,75.0
254,2009-09-14,active_addresses,74.0
255,2009-09-15,active_addresses,44.0
256,2009-09-16,active_addresses,74.0
257,2009-09-17,active_addresses,186.0
258,2009-09-18,active_addresses,78.0
259,2009-09-19,active_addresses,74.0
260,2009-09-20,active_addresses,78.0
261,2009-09-21,active_addresses,78.0
262,2009-09-22,active_addresses,66.0
263,2009-09-23,active_addresses,36.0
264,2009-09-24,active_addresses,97.0
265,2009-09-25,active_addresses,119.0
266,2009-09-26,active_addresses,100.0
267,2009-09-27,active_addresses,104.0
268,2009-09-28,active_addresses,85.0
269,2009-09-29,active_addresses,133.0
270,2009-09-30,active_addresses,85.0
271,2009-10-01,active_addresses,82.0
272,2009-10-02,active_addresses,83.0
273,2009-10-03,active_addresses,58.0
274,2009-10-04,active_addresses,53.0
275,2009-10-05,active_addresses,55.0
276,2009-10-06,active_addresses,58.0
277,2009-10-07,active_addresses,60.0
278,2009-10-08,active_addresses,70.0
279,2009-10-09,active_addresses,80.0
280,2009-10-10,active_addresses,76.0
281,2009-10-11,active_addresses,74.0
282,2009-10-12,active_addresses,132.0
283,2009-10-13,active_addresses,57.0
284,2009-10-14,active_addresses,69.0
285,2009-10-15,active_addresses,71.0
286,2009-10-16,active_addresses,141.0
287,2009-10-17,active_addresses,57.0
288,2009-10-18,active_addresses,82.0
289,2009-10-19,active_addresses,112.0
290,2009-10-20,active_addresses,197.0
291,2009-10-21,active_addresses,99.0
292,2009-10-22,active_addresses,130.0
293,2009-10-23,active_addresses,89.0
294,2009-10-24,active_addresses,70.0
295,2009-10-25,active_addresses,76.0
296,2009-10-26,active_addresses,71.0
297,2009-10-27,active_addresses,81.0
298,2009-10-28,active_addresses,66.0
299,2009-10-29,active_addresses,89.0
300,2009-10-30,active_addresses,60.0
301,2009-10-31,active_addresses,46.0
302,2009-11-01,active_addresses,25.0
303,2009-11-02,active_addresses,33.0
304,2009-11-03,active_addresses,62.0
305,2009-11-04,active_addresses,105.0
306,2009-11-05,active_addresses,57.0
307,2009-11-06,active_addresses,62.0
308,2009-11-07,active_addresses,69.0
309,2009-11-08,active_addresses,73.0
310,2009-11-09,active_addresses,64.0
311,2009-11-10,active_addresses,78.0
312,2009-11-11,active_addresses,116.0
313,2009-11-12,active_addresses,66.0
314,2009-11-13,active_addresses,93.0
315,2009-11-14,active_addresses,79.0
316,2009-11-15,active_addresses,96.0
317,2009-11-16,active_addresses,97.0
318,2009-11-17,active_addresses,92.0
319,2009-11-18,active_addresses,79.0
320,2009-11-19,active_addresses,153.0
321,2009-11-20,active_addresses,86.0
322,2009-11-21,active_addresses,73.0
323,2009-11-22,active_addresses,106.0
324,2009-11-23,active_addresses,96.0
325,2009-11-24,active_addresses,93.0
326,2009-11-25,active_addresses,90.0
327,2009-11-26,active_addresses,84.0
328,2009-11-27,active_addresses,74.0
329,2009-11-28,active_addresses,71.0
330,2009-11-29,active_addresses,60.0
331,2009-11-30,active_addresses,75.0
332,2009-12-01,active_addresses,240.0
333,2009-12-02,active_addresses,94.0
334,2009-12-03,active_addresses,88.0
335,2009-12-04,active_addresses,36.0
336,2009-12-05,active_addresses,84.0
337,2009-12-06,active_addresses,107.0
338,2009-12-07,active_addresses,112.0
339,2009-12-08,active_addresses,136.0
340,2009-12-09,active_addresses,119.0
341,2009-12-10,active_addresses,104.0
342,2009-12-11,active_addresses,112.0
343,2009-12-12,active_addresses,178.0
344,2009-12-13,active_addresses,114.0
345,2009-12-14,active_addresses,437.0
346,2009-12-15,active_addresses,119.0
347,2009-12-16,active_addresses,154.0
348,2009-12-17,active_addresses,179.0
349,2009-12-18,active_addresses,225.0
350,2009-12-19,active_addresses,200.0
351,2009-12-20,active_addresses,175.0
352,2009-12-21,active_addresses,177.0
353,2009-12-22,active_addresses,162.0
354,2009-12-23,active_addresses,154.0
355,2009-12-24,active_addresses,154.0
356,2009-12-25,active_addresses,151.0
357,2009-12-26,active_addresses,174.0
358,2009-12-27,active_addresses,173.0
359,2009-12-28,active_addresses,137.0
360,2009-12-29,active_addresses,171.0
361,2009-12-30,active_addresses,141.0
362,2009-12-31,active_addresses,138.0
363,2010-01-01,active_addresses,137.0
364,2010-01-02,active_addresses,125.0
365,2010-01-03,active_addresses,186.0
366,2010-01-04,active_addresses,266.0
367,2010-01-05,active_addresses,198.0
368,2010-01-06,active_addresses,163.0
369,2010-01-07,active_addresses,154.0
370,2010-01-08,active_addresses,153.0
371,2010-01-09,active_addresses,151.0
372,2010-01-10,active_addresses,190.0
373,2010-01-11,active_addresses,159.0
374,2010-01-12,active_addresses,375.0
375,2010-01-13,active_addresses,168.0
376,2010-01-14,active_addresses,155.0
377,2010-01-15,active_addresses,147.0
378,2010-01-16,active_addresses,132.0
379,2010-01-17,active_addresses,131.0
380,2010-01-18,active_addresses,128.0
381,2010-01-19,active_addresses,124.0
382,2010-01-20,active_addresses,158.0
383,2010-01-21,active_addresses,187.0
384,2010-01-22,active_addresses,141.0
385,2010-01-23,active_addresses,164.0
386,2010-01-24,active_addresses,156.0
387,2010-01-25,active_addresses,272.0
388,2010-01-26,active_addresses,215.0
389,2010-01-27,active_addresses,181.0
390,2010-01-28,active_addresses,199.0
391,2010-01-29,active_addresses,213.0
392,2010-01-30,active_addresses,248.0
393,2010-01-31,active_addresses,184.0
394,2010-02-01,active_addresses,203.0
395,2010-02-02,active_addresses,167.0
396,2010-02-03,active_addresses,277.0
397,2010-02-04,active_addresses,269.0
398,2010-02-05,active_addresses,472.0
399,2010-02-06,active_addresses,224.0
400,2010-02-07,active_addresses,230.0
401,2010-02-08,active_addresses,329.0
402,2010-02-09,active_addresses,623.0
403,2010-02-10,active_addresses,777.0
404,2010-02-11,active_addresses,245.0
405,2010-02-12,active_addresses,225.0
406,2010-02-13,active_addresses,318.0
407,2010-02-14,active_addresses,263.0
408,2010-02-15,active_addresses,271.0
409,2010-02-16,active_addresses,217.0
410,2010-02-17,active_addresses,267.0
411,2010-02-18,active_addresses,267.0
412,2010-02-19,active_addresses,198.0
413,2010-02-20,active_addresses,221.0
414,2010-02-21,active_addresses,344.0
415,2010-02-22,active_addresses,531.0
416,2010-02-23,active_addresses,252.0
417,2010-02-24,active_addresses,283.0
418,2010-02-25,active_addresses,300.0
419,2010-02-26,active_addresses,196.0
420,2010-02-27,active_addresses,184.0
421,2010-02-28,active_addresses,264.0
422,2010-03-01,active_addresses,227.0
423,2010-03-02,active_addresses,233.0
424,2010-03-03,active_addresses,260.0
425,2010-03-04,active_addresses,575.0
426,2010-03-05,active_addresses,175.0
427,2010-03-06,active_addresses,274.0
428,2010-03-07,active_addresses,297.0
429,2010-03-08,active_addresses,313.0
430,2010-03-09,active_addresses,229.0
431,2010-03-10,active_addresses,211.0
432,2010-03-11,active_addresses,200.0
433,2010-03-12,active_addresses,130.0
434,2010-03-13,active_addresses,190.0
435,2010-03-14,active_addresses,134.0
436,2010-03-15,active_addresses,145.0
437,2010-03-16,active_addresses,154.0
438,2010-03-17,active_addresses,164.0
439,2010-03-18,active_addresses,225.0
440,2010-03-19,active_addresses,289.0
441,2010-03-20,active_addresses,273.0
442,2010-03-21,active_addresses,193.0
443,2010-03-22,active_addresses,224.0
444,2010-03-23,active_addresses,289.0
445,2010-03-24,active_addresses,208.0
446,2010-03-25,active_addresses,539.0
447,2010-03-26,active_addresses,280.0
448,2010-03-27,active_addresses,206.0
449,2010-03-28,active_addresses,207.0
450,2010-03-29,active_addresses,268.0
451,2010-03-30,active_addresses,226.0
452,2010-03-31,active_addresses,238.0
453,2010-04-01,active_addresses,199.0
454,2010-04-02,active_addresses,179.0
455,2010-04-03,active_addresses,192.0
456,2010-04-04,active_addresses,241.0
457,2010-04-05,active_addresses,307.0
458,2010-04-06,active_addresses,267.0
459,2010-04-07,active_addresses,303.0
460,2010-04-08,active_addresses,217.0
461,2010-04-09,active_addresses,320.0
462,2010-04-10,active_addresses,556.0
463,2010-04-11,active_addresses,403.0
464,2010-04-12,active_addresses,355.0
465,2010-04-13,active_addresses,241.0
466,2010-04-14,active_addresses,312.0
467,2010-04-15,active_addresses,927.0
468,2010-04-16,active_addresses,434.0
469,2010-04-17,active_addresses,305.0
470,2010-04-18,active_addresses,3468.0
471,2010-04-19,active_addresses,546.0
472,2010-04-20,active_addresses,426.0
473,2010-04-21,active_addresses,375.0
474,2010-04-22,active_addresses,233.0
475,2010-04-23,active_addresses,243.0
476,2010-04-24,active_addresses,285.0
477,2010-04-25,active_addresses,344.0
478,2010-04-26,active_addresses,278.0
479,2010-04-27,active_addresses,273.0
480,2010-04-28,active_addresses,323.0
481,2010-04-29,active_addresses,217.0
482,2010-04-30,active_addresses,207.0
483,2010-05-01,active_addresses,264.0
484,2010-05-02,active_addresses,206.0
485,2010-05-03,active_addresses,279.0
486,2010-05-04,active_addresses,325.0
487,2010-05-05,active_addresses,296.0
488,2010-05-06,active_addresses,441.0
489,2010-05-07,active_addresses,234.0
490,2010-05-08,active_addresses,446.0
491,2010-05-09,active_addresses,256.0
492,2010-05-10,active_addresses,297.0
493,2010-05-11,active_addresses,160.0
494,2010-05-12,active_addresses,262.0
495,2010-05-13,active_addresses,257.0
496,2010-05-14,active_addresses,249.0
497,2010-05-15,active_addresses,160.0
498,2010-05-16,active_addresses,169.0
499,2010-05-17,active_addresses,291.0
500,2010-05-18,active_addresses,303.0
501,2010-05-19,active_addresses,312.0
502,2010-05-20,active_addresses,287.0
503,2010-05-21,active_addresses,333.0
504,2010-05-22,active_addresses,345.0
505,2010-05-23,active_addresses,449.0
506,2010-05-24,active_addresses,328.0
507,2010-05-25,active_addresses,345.0
508,2010-05-26,active_addresses,403.0
509,2010-05-27,active_addresses,382.0
510,2010-05-28,active_addresses,360.0
511,2010-05-29,active_addresses,360.0
512,2010-05-30,active_addresses,271.0
513,2010-05-31,active_addresses,281.0
514,2010-06-01,active_addresses,276.0
515,2010-06-02,active_addresses,257.0
516,2010-06-03,active_addresses,402.0
517,2010-06-04,active_addresses,236.0
518,2010-06-05,active_addresses,261.0
519,2010-06-06,active_addresses,270.0
520,2010-06-07,active_addresses,480.0
521,2010-06-08,active_addresses,340.0
522,2010-06-09,active_addresses,352.0
523,2010-06-10,active_addresses,287.0
524,2010-06-11,active_addresses,354.0
525,2010-06-12,active_addresses,293.0
526,2010-06-13,active_addresses,342.0
527,2010-06-14,active_addresses,422.0
528,2010-06-15,active_addresses,365.0
529,2010-06-16,active_addresses,294.0
530,2010-06-17,active_addresses,282.0
531,2010-06-18,active_addresses,274.0
532,2010-06-19,active_addresses,379.0
533,2010-06-20,active_addresses,308.0
534,2010-06-21,active_addresses,346.0
535,2010-06-22,active_addresses,364.0
536,2010-06-23,active_addresses,350.0
537,2010-06-24,active_addresses,368.0
538,2010-06-25,active_addresses,249.0
539,2010-06-26,active_addresses,249.0
540,2010-06-27,active_addresses,316.0
541,2010-06-28,active_addresses,289.0
542,2010-06-29,active_addresses,401.0
543,2010-06-30,active_addresses,450.0
544,2010-07-01,active_addresses,405.0
545,2010-07-02,active_addresses,373.0
546,2010-07-03,active_addresses,358.0
547,2010-07-04,active_addresses,437.0
548,2010-07-05,active_addresses,383.0
549,2010-07-06,active_addresses,266.0
550,2010-07-07,active_addresses,383.0
551,2010-07-08,active_addresses,314.0
552,2010-07-09,active_addresses,348.0
553,2010-07-10,active_addresses,402.0
554,2010-07-11,active_addresses,587.0
555,2010-07-12,active_addresses,3551.0
556,2010-07-13,active_addresses,1998.0
557,2010-07-14,active_addresses,6763.0
558,2010-07-15,active_addresses,2019.0
559,2010-07-16,active_addresses,1710.0
560,2010-07-17,active_addresses,804.0
561,2010-07-18,active_addresses,917.0
562,2010-07-19,active_addresses,972.0
563,2010-07-20,active_addresses,906.0
564,2010-07-21,active_addresses,809.0
565,2010-07-22,active_addresses,599.0
566,2010-07-23,active_addresses,652.0
567,2010-07-24,active_addresses,964.0
568,2010-07-25,active_addresses,2132.0
569,2010-07-26,active_addresses,1238.0
570,2010-07-27,active_addresses,771.0
571,2010-07-28,active_addresses,674.0
572,2010-07-29,active_addresses,528.0
573,2010-07-30,active_addresses,583.0
574,2010-07-31,active_addresses,475.0
575,2010-08-01,active_addresses,620.0
576,2010-08-02,active_addresses,627.0
577,2010-08-03,active_addresses,974.0
578,2010-08-04,active_addresses,731.0
579,2010-08-05,active_addresses,819.0
580,2010-08-06,active_addresses,638.0
581,2010-08-07,active_addresses,514.0
582,2010-08-08,active_addresses,584.0
583,2010-08-09,active_addresses,778.0
584,2010-08-10,active_addresses,590.0
585,2010-08-11,active_addresses,701.0
586,2010-08-12,active_addresses,579.0
587,2010-08-13,active_addresses,847.0
588,2010-08-14,active_addresses,563.0
589,2010-08-15,active_addresses,425.0
590,2010-08-16,active_addresses,772.0
591,2010-08-17,active_addresses,494.0
592,2010-08-18,active_addresses,726.0
593,2010-08-19,active_addresses,470.0
594,2010-08-20,active_addresses,656.0
595,2010-08-21,active_addresses,528.0
596,2010-08-22,active_addresses,586.0
597,2010-08-23,active_addresses,653.0
598,2010-08-24,active_addresses,632.0
599,2010-08-25,active_addresses,499.0
600,2010-08-26,active_addresses,652.0
601,2010-08-27,active_addresses,497.0
602,2010-08-28,active_addresses,527.0
603,2010-08-29,active_addresses,390.0
604,2010-08-30,active_addresses,522.0
605,2010-08-31,active_addresses,734.0
606,2010-09-01,active_addresses,603.0
607,2010-09-02,active_addresses,543.0
608,2010-09-03,active_addresses,500.0
609,2010-09-04,active_addresses,451.0
610,2010-09-05,active_addresses,548.0
611,2010-09-06,active_addresses,511.0
612,2010-09-07,active_addresses,403.0
613,2010-09-08,active_addresses,545.0
614,2010-09-09,active_addresses,514.0
615,2010-09-10,active_addresses,541.0
616,2010-09-11,active_addresses,433.0
617,2010-09-12,active_addresses,711.0
618,2010-09-13,active_addresses,718.0
619,2010-09-14,active_addresses,664.0
620,2010-09-15,active_addresses,662.0
621,2010-09-16,active_addresses,685.0
622,2010-09-17,active_addresses,1003.0
623,2010-09-18,active_addresses,562.0
624,2010-09-19,active_addresses,654.0
625,2010-09-20,active_addresses,705.0
626,2010-09-21,active_addresses,1216.0
627,2010-09-22,active_addresses,1039.0
628,2010-09-23,active_addresses,1049.0
629,2010-09-24,active_addresses,807.0
630,2010-09-25,active_addresses,825.0
631,2010-09-26,active_addresses,623.0
632,2010-09-27,active_addresses,1269.0
633,2010-09-28,active_addresses,1699.0
634,2010-09-29,active_addresses,1198.0
635,2010-09-30,active_addresses,638.0
636,2010-10-01,active_addresses,847.0
637,2010-10-02,active_addresses,780.0
638,2010-10-03,active_addresses,672.0
639,2010-10-04,active_addresses,828.0
640,2010-10-05,active_addresses,704.0
641,2010-10-06,active_addresses,692.0
642,2010-10-07,active_addresses,647.0
643,2010-10-08,active_addresses,813.0
644,2010-10-09,active_addresses,750.0
645,2010-10-10,active_addresses,623.0
646,2010-10-11,active_addresses,631.0
647,2010-10-12,active_addresses,646.0
648,2010-10-13,active_addresses,926.0
649,2010-10-14,active_addresses,634.0
650,2010-10-15,active_addresses,581.0
651,2010-10-16,active_addresses,933.0
652,2010-10-17,active_addresses,752.0
653,2010-10-18,active_addresses,947.0
654,2010-10-19,active_addresses,1408.0
655,2010-10-20,active_addresses,1183.0
656,2010-10-21,active_addresses,994.0
657,2010-10-22,active_addresses,972.0
658,2010-10-23,active_addresses,835.0
659,2010-10-24,active_addresses,851.0
660,2010-10-25,active_addresses,752.0
661,2010-10-26,active_addresses,866.0
662,2010-10-27,active_addresses,1117.0
663,2010-10-28,active_addresses,998.0
664,2010-10-29,active_addresses,848.0
665,2010-10-30,active_addresses,659.0
666,2010-10-31,active_addresses,572.0
667,2010-11-01,active_addresses,597.0
668,2010-11-02,active_addresses,458.0
669,2010-11-03,active_addresses,574.0
670,2010-11-04,active_addresses,607.0
671,2010-11-05,active_addresses,835.0
672,2010-11-06,active_addresses,596.0
673,2010-11-07,active_addresses,690.0
674,2010-11-08,active_addresses,1571.0
675,2010-11-09,active_addresses,648.0
676,2010-11-10,active_addresses,651.0
677,2010-11-11,active_addresses,601.0
678,2010-11-12,active_addresses,456.0
679,2010-11-13,active_addresses,579.0
680,2010-11-14,active_addresses,901.0
681,2010-11-15,active_addresses,4396.0
682,2010-11-16,active_addresses,3365.0
683,2010-11-17,active_addresses,675.0
684,2010-11-18,active_addresses,632.0
685,2010-11-19,active_addresses,641.0
686,2010-11-20,active_addresses,784.0
687,2010-11-21,active_addresses,758.0
688,2010-11-22,active_addresses,624.0
689,2010-11-23,active_addresses,660.0
690,2010-11-24,active_addresses,963.0
691,2010-11-25,active_addresses,912.0
692,2010-11-26,active_addresses,1197.0
693,2010-11-27,active_addresses,822.0
694,2010-11-28,active_addresses,706.0
695,2010-11-29,active_addresses,900.0
696,2010-11-30,active_addresses,797.0
697,2010-12-01,active_addresses,1109.0
698,2010-12-02,active_addresses,812.0
699,2010-12-03,active_addresses,881.0
700,2010-12-04,active_addresses,729.0
701,2010-12-05,active_addresses,695.0
702,2010-12-06,active_addresses,734.0
703,2010-12-07,active_addresses,1142.0
704,2010-12-08,active_addresses,903.0
705,2010-12-09,active_addresses,835.0
706,2010-12-10,active_addresses,636.0
707,2010-12-11,active_addresses,1070.0
708,2010-12-12,active_addresses,1194.0
709,2010-12-13,active_addresses,1676.0
710,2010-12-14,active_addresses,1137.0
711,2010-12-15,active_addresses,1085.0
712,2010-12-16,active_addresses,949.0
713,2010-12-17,active_addresses,796.0
714,2010-12-18,active_addresses,858.0
715,2010-12-19,active_addresses,1088.0
716,2010-12-20,active_addresses,1461.0
717,2010-12-21,active_addresses,1089.0
718,2010-12-22,active_addresses,1210.0
719,2010-12-23,active_addresses,1018.0
720,2010-12-24,active_addresses,851.0
721,2010-12-25,active_addresses,1076.0
722,2010-12-26,active_addresses,1028.0
