Date,State,Min Temp (K),Max Temp (K),Max Wind Speed (m/s),Afternoon Humidity,Afternoon Pressure,Morning Temp,Afternoon Temp,Total Precipitation
2008-05-14,NSW,284.34999999999997,293.75,,64.0,1020.5,286.95,293.15,NA
2008-05-15,NSW,285.15,294.54999999999995,,60.0,1017.8,287.04999999999995,294.45,NA
2008-05-16,NSW,286.95,296.34999999999997,,66.0,1013.0,289.04999999999995,294.04999999999995,NA
2008-05-17,NSW,288.34999999999997,294.95,,41.0,1003.6,292.34999999999997,294.04999999999995,NA
2008-05-18,NSW,281.95,290.95,,36.0,1006.3,284.75,290.15,NA
2008-05-19,NSW,283.84999999999997,293.65,,36.0,1013.3,285.65,293.45,NA
2008-05-20,NSW,283.45,294.84999999999997,,38.0,1017.5,286.15,294.45,NA
2008-05-21,NSW,284.25,292.04999999999995,,64.0,1022.8,286.65,290.45,NA
2008-05-22,NSW,285.04999999999995,291.84999999999997,,52.0,1026.2,288.25,290.54999999999995,NA
2008-05-23,NSW,284.15,291.54999999999995,,53.0,1024.6,285.84999999999997,290.25,NA
2008-05-24,NSW,284.54999999999995,293.25,,39.0,1022.7,286.45,292.45,NA
2008-05-25,NSW,281.95,291.45,,58.0,1022.2,284.25,290.04999999999995,NA
2008-05-26,NSW,284.04999999999995,294.25,,58.0,1022.6,286.04999999999995,292.65,NA
2008-05-27,NSW,284.65,295.54999999999995,,71.0,1021.8,286.75,292.25,NA
2008-05-28,NSW,284.15,292.34999999999997,,74.0,1023.9,285.95,291.75,NA
2008-05-29,NSW,284.15,291.75,,76.0,1029.1,285.84999999999997,290.75,NA
2008-05-30,NSW,284.04999999999995,294.15,,58.0,1028.7,285.84999999999997,292.75,NA
2008-05-31,NSW,283.95,293.25,,61.0,1026.66,284.84999999999997,292.54999999999995,NA
2008-06-01,NSW,284.75,293.65,,74.0,1027.0,287.45,291.84999999999997,NA
2008-06-02,NSW,287.45,290.75,,90.0,1024.8,288.45,290.25,NA
2008-06-03,NSW,288.34999999999997,292.25,,90.0,1024.1,288.75,289.84999999999997,NA
2008-06-04,NSW,288.65,291.45,,88.0,1020.5,290.65,290.34999999999997,NA
2008-06-05,NSW,288.34999999999997,290.04999999999995,,84.0,1018.6,289.15,289.75,NA
2008-06-06,NSW,287.84999999999997,290.54999999999995,,70.0,1020.3,288.25,289.75,NA
2008-06-07,NSW,284.84999999999997,291.34999999999997,,49.0,1025.7,286.45,291.04999999999995,NA
2008-06-08,NSW,285.84999999999997,290.84999999999997,,71.0,1029.8,287.25,290.34999999999997,NA
2008-06-09,NSW,286.15,290.04999999999995,,89.0,1028.0,287.04999999999995,289.34999999999997,NA
2008-06-10,NSW,285.54999999999995,293.04999999999995,,68.0,1023.9,286.34999999999997,292.25,NA
2008-06-11,NSW,286.34999999999997,293.04999999999995,,70.0,1020.6,290.45,292.75,NA
2008-06-12,NSW,286.84999999999997,295.25,,64.0,1018.1,287.25,293.25,NA
2008-06-13,NSW,287.15,291.95,,42.0,1011.5,289.75,289.84999999999997,NA
2008-06-14,NSW,282.75,287.75,,52.0,1022.5,284.34999999999997,287.25,NA
2008-06-15,NSW,283.75,288.45,,87.0,1022.8,286.84999999999997,287.65,NA
2008-06-16,NSW,286.45,289.95,,83.0,1023.0,288.15,288.95,NA
2008-06-17,NSW,286.25,290.65,,73.0,1024.8,287.34999999999997,290.45,NA
2008-06-18,NSW,286.75,292.54999999999995,,69.0,1022.1,287.95,292.34999999999997,NA
2008-06-19,NSW,285.95,293.45,,69.0,1017.4,287.04999999999995,291.75,NA
2008-06-20,NSW,286.95,291.04999999999995,,60.0,1016.2,287.45,290.34999999999997,NA
2008-06-21,NSW,284.75,291.65,,40.0,1018.9,286.34999999999997,291.15,NA
2008-06-22,NSW,282.84999999999997,290.45,,54.0,1024.0,284.54999999999995,289.45,NA
2008-06-23,NSW,281.34999999999997,290.25,,43.0,1020.4,283.04999999999995,290.15,NA
2008-06-24,NSW,282.34999999999997,292.34999999999997,,45.0,1023.1,283.84999999999997,291.95,NA
2008-06-25,NSW,283.04999999999995,292.75,,43.0,1020.6,284.95,292.54999999999995,NA
2008-06-26,NSW,283.34999999999997,293.34999999999997,,38.0,1016.8,287.75,292.45,NA
2008-06-27,NSW,282.65,292.54999999999995,,32.0,1023.6,283.95,292.04999999999995,NA
2008-06-28,NSW,281.04999999999995,291.84999999999997,,43.0,1024.7,283.25,291.25,NA
2008-06-29,NSW,281.04999999999995,294.15,,42.0,1018.8,282.34999999999997,293.95,NA
2008-06-30,NSW,282.34999999999997,295.25,,35.0,1010.3,286.95,294.75,NA
2008-07-01,NSW,283.45,292.75,,34.0,1008.5,286.25,292.34999999999997,NA
2008-07-02,NSW,283.95,292.34999999999997,,35.0,1011.2,287.75,291.95,NA
2008-07-03,NSW,282.34999999999997,291.04999999999995,,42.0,1020.8,283.84999999999997,290.54999999999995,NA
2008-07-04,NSW,281.34999999999997,288.15,,88.0,1028.2,282.25,286.04999999999995,NA
2008-07-05,NSW,282.25,290.54999999999995,,48.0,1028.9,284.45,289.95,NA
2008-07-06,NSW,281.45,291.54999999999995,,59.0,1025.7,282.95,290.84999999999997,NA
2008-07-07,NSW,282.84999999999997,292.95,,55.0,1019.7,284.45,292.45,NA
2008-07-08,NSW,283.65,290.34999999999997,,49.0,1017.4,285.25,289.54999999999995,NA
2008-07-09,NSW,280.04999999999995,286.45,,43.0,1015.7,282.75,286.34999999999997,NA
2008-07-10,NSW,280.34999999999997,288.95,,38.0,1010.0,283.34999999999997,288.95,NA
2008-07-11,NSW,283.15,289.65,,27.0,1017.0,284.45,289.25,NA
2008-07-12,NSW,278.84999999999997,289.04999999999995,,45.0,1023.5,280.95,288.15,NA
2008-07-13,NSW,280.95,290.45,,58.0,1021.2,284.65,290.25,NA
2008-07-14,NSW,283.25,296.25,,54.0,1017.3,285.15,296.04999999999995,NA
2008-07-15,NSW,282.84999999999997,292.95,,70.0,1018.4,284.25,290.54999999999995,NA
2008-07-16,NSW,282.04999999999995,291.15,,50.0,1019.1,283.95,290.54999999999995,NA
2008-07-17,NSW,281.34999999999997,291.65,,38.0,1013.3,283.25,290.45,NA
2008-07-18,NSW,281.34999999999997,291.84999999999997,,21.0,1007.3,283.25,291.04999999999995,NA
2008-07-19,NSW,281.25,291.34999999999997,,32.0,1014.1,284.04999999999995,291.34999999999997,NA
2008-07-20,NSW,283.95,290.75,,55.0,1008.6,287.75,289.95,NA
2008-07-21,NSW,283.54999999999995,290.65,,31.0,1008.1,286.25,289.84999999999997,NA
2008-07-22,NSW,280.34999999999997,288.25,,31.0,1025.2,281.95,287.04999999999995,NA
2008-07-23,NSW,278.65,287.84999999999997,,61.0,1029.6,280.15,287.25,NA
2008-07-24,NSW,280.04999999999995,289.04999999999995,,70.0,1025.4,284.04999999999995,287.84999999999997,NA
2008-07-25,NSW,282.95,285.84999999999997,,81.0,1020.1,283.65,285.75,NA
2008-07-26,NSW,279.34999999999997,290.15,,47.0,1014.3,281.54999999999995,288.65,NA
2008-07-27,NSW,279.45,290.75,,41.0,1008.6,282.25,289.54999999999995,NA
2008-07-28,NSW,280.15,286.75,,79.0,1011.3,281.54999999999995,283.34999999999997,NA
2008-07-29,NSW,281.15,288.15,,59.0,1015.1,282.25,286.65,NA
2008-07-30,NSW,279.15,290.15,,43.0,1013.7,282.54999999999995,289.34999999999997,NA
2008-07-31,NSW,279.15,293.45,,42.0,1011.6,281.04999999999995,291.65,NA
2008-08-01,NSW,281.04999999999995,293.95,,46.0,1003.3,290.34999999999997,289.95,NA
2008-08-02,NSW,282.84999999999997,289.95,,32.0,1013.3,285.04999999999995,289.75,NA
2008-08-03,NSW,282.54999999999995,291.95,,34.0,1017.7,284.75,291.84999999999997,NA
2008-08-04,NSW,281.25,290.34999999999997,,45.0,1017.1,283.75,288.15,NA
2008-08-05,NSW,279.75,289.45,,52.0,1016.1,282.34999999999997,289.45,NA
2008-08-06,NSW,281.95,288.65,,70.0,1015.6,282.65,287.45,NA
2008-08-07,NSW,281.45,289.65,,75.0,1014.6,284.04999999999995,284.54999999999995,NA
2008-08-08,NSW,281.34999999999997,291.75,,38.0,1016.9,284.84999999999997,291.54999999999995,NA
2008-08-09,NSW,280.04999999999995,290.45,,37.0,1018.1,283.04999999999995,289.54999999999995,NA
2008-08-10,NSW,279.84999999999997,288.75,,38.0,1011.8,283.65,286.65,NA
2008-08-11,NSW,280.15,289.04999999999995,,35.0,1015.4,282.54999999999995,288.54999999999995,NA
2008-08-12,NSW,279.95,289.45,,28.0,1018.8,283.84999999999997,288.95,NA
2008-08-13,NSW,281.54999999999995,290.54999999999995,,34.0,1021.9,285.34999999999997,289.15,NA
2008-08-14,NSW,280.34999999999997,291.65,,28.0,1015.6,283.34999999999997,291.15,NA
2008-08-15,NSW,282.54999999999995,291.95,,33.0,1010.2,285.54999999999995,291.25,NA
2008-08-16,NSW,283.65,291.15,,42.0,1010.5,286.34999999999997,289.75,NA
2008-08-17,NSW,280.04999999999995,289.54999999999995,,35.0,1021.8,283.54999999999995,288.65,NA
2008-08-18,NSW,278.75,288.95,,33.0,1021.2,282.34999999999997,288.45,NA
2008-08-19,NSW,278.45,290.75,,32.0,1025.4,282.65,290.65,NA
2008-08-20,NSW,281.34999999999997,292.65,,35.0,1023.2,285.75,292.34999999999997,NA
2008-08-21,NSW,282.54999999999995,293.34999999999997,,44.0,1017.1,285.15,291.34999999999997,NA
2008-08-22,NSW,283.34999999999997,285.04999999999995,,87.0,1015.5,283.65,283.65,NA
2008-08-23,NSW,280.45,287.95,,53.0,1024.1,284.34999999999997,286.54999999999995,NA
2008-08-24,NSW,278.65,290.45,,47.0,1027.9,282.95,289.75,NA
2008-08-25,NSW,281.34999999999997,289.54999999999995,,48.0,1024.8,284.25,289.15,NA
2008-08-26,NSW,281.65,294.65,,51.0,1019.3,284.25,291.84999999999997,NA
2008-08-27,NSW,282.34999999999997,290.75,,,1025.3,286.25,288.45,NA
2008-08-28,NSW,281.95,290.04999999999995,,59.0,1025.3,285.15,288.95,NA
2008-08-29,NSW,281.84999999999997,291.34999999999997,,62.0,1022.3,285.65,289.25,NA
2008-08-30,NSW,281.25,289.15,,65.0,1019.1,285.25,288.84999999999997,NA
2008-08-31,NSW,285.25,292.34999999999997,,71.0,1009.555,288.45,292.25,NA
2008-09-01,NSW,283.54999999999995,294.15,,41.0,1020.8,288.15,292.15,NA
2008-09-02,NSW,281.84999999999997,293.75,,39.0,1024.4,287.25,292.04999999999995,NA
2008-09-03,NSW,282.84999999999997,291.04999999999995,,64.0,1032.4,288.95,289.15,NA
2008-09-04,NSW,286.65,290.25,,64.0,1031.0,288.54999999999995,288.95,NA
2008-09-05,NSW,286.25,288.84999999999997,,88.0,1020.8,288.75,287.34999999999997,NA
2008-09-06,NSW,284.95,287.34999999999997,,88.0,1013.1,286.15,285.45,NA
2008-09-07,NSW,282.65,292.15,,51.0,1014.1,287.25,291.45,NA
2008-09-08,NSW,282.54999999999995,290.65,,51.0,1018.2,287.04999999999995,289.54999999999995,NA
2008-09-09,NSW,281.54999999999995,289.54999999999995,,43.0,1021.9,285.75,288.54999999999995,NA
2008-09-10,NSW,280.15,289.95,,44.0,1019.1,285.54999999999995,289.75,NA
2008-09-11,NSW,280.25,290.84999999999997,,60.0,1014.2,285.45,289.95,NA
2008-09-12,NSW,281.84999999999997,297.45,,35.0,1010.8,287.95,295.04999999999995,NA
2008-09-13,NSW,287.95,303.75,,47.0,1010.4,297.45,298.15,NA
2008-09-14,NSW,290.34999999999997,296.65,,79.0,1007.4,291.15,292.45,NA
2008-09-15,NSW,290.04999999999995,301.04999999999995,,23.0,1003.4,295.65,300.95,NA
2008-09-16,NSW,285.45,292.95,,25.0,1016.5,287.45,292.65,NA
2008-09-17,NSW,283.84999999999997,289.45,,58.0,1023.4,287.95,288.15,NA
2008-09-18,NSW,282.54999999999995,292.54999999999995,,61.0,1016.2,288.84999999999997,291.45,NA
2008-09-19,NSW,287.75,298.95,,47.0,1011.0,292.54999999999995,297.15,NA
2008-09-20,NSW,291.95,305.95,,17.0,1005.9,298.95,304.75,NA
2008-09-21,NSW,288.95,294.75,,61.0,1014.4,291.15,293.84999999999997,NA
2008-09-22,NSW,286.34999999999997,302.95,,33.0,1007.0,292.25,300.75,NA
2008-09-23,NSW,288.75,290.15,,60.0,1018.0,288.75,290.04999999999995,NA
2008-09-24,NSW,282.84999999999997,291.75,,50.0,1028.6,289.34999999999997,290.65,NA
2008-09-25,NSW,283.45,291.75,,54.0,1027.8,289.15,291.34999999999997,NA
2008-09-26,NSW,284.45,295.34999999999997,,53.0,1018.4,291.04999999999995,294.75,NA
2008-09-27,NSW,287.15,298.54999999999995,,62.0,1015.7,293.54999999999995,294.54999999999995,NA
2008-09-28,NSW,292.95,306.04999999999995,,62.0,1007.1,298.54999999999995,294.65,NA
2008-09-29,NSW,286.65,294.95,,63.0,1015.6,292.54999999999995,289.25,NA
2008-09-30,NSW,285.04999999999995,292.34999999999997,,48.0,1016.777,289.65,292.15,NA
2008-10-01,NSW,285.75,297.84999999999997,,69.0,1015.7,292.15,293.65,NA
2008-10-02,NSW,292.04999999999995,304.25,,39.0,1013.5,297.84999999999997,302.84999999999997,NA
2008-10-03,NSW,295.65,307.95,,20.0,1010.3,302.75,307.04999999999995,NA
2008-10-04,NSW,290.65,292.54999999999995,,88.0,1012.9,292.04999999999995,292.15,NA
2008-10-05,NSW,287.75,292.25,,86.0,1015.3,288.04999999999995,289.15,NA
2008-10-06,NSW,288.04999999999995,295.95,,71.0,1003.9,291.65,293.34999999999997,NA
2008-10-07,NSW,282.84999999999997,293.75,,42.0,1014.4,285.95,290.34999999999997,NA
2008-10-08,NSW,284.04999999999995,292.84999999999997,,47.0,1018.6,287.15,291.54999999999995,NA
2008-10-09,NSW,283.65,293.04999999999995,,58.0,1025.7,288.95,292.34999999999997,NA
2008-10-10,NSW,285.75,294.65,,57.0,1025.4,290.04999999999995,293.65,NA
2008-10-11,NSW,287.75,295.45,,65.0,1024.3,289.15,293.15,NA
2008-10-12,NSW,287.34999999999997,295.65,,69.0,1021.8,291.75,293.95,NA
2008-10-13,NSW,289.25,302.34999999999997,,43.0,1016.6,293.34999999999997,300.84999999999997,NA
2008-10-14,NSW,289.75,294.15,,84.0,1016.0,289.95,290.75,NA
2008-10-15,NSW,288.25,292.04999999999995,,55.0,1021.2,289.04999999999995,291.25,NA
2008-10-16,NSW,284.95,295.25,,42.0,1023.4,289.75,293.45,NA
2008-10-17,NSW,286.04999999999995,298.04999999999995,,49.0,1021.0,290.75,295.54999999999995,NA
2008-10-18,NSW,289.84999999999997,296.34999999999997,,82.0,1022.0,291.75,292.84999999999997,NA
2008-10-19,NSW,289.65,299.95,,48.0,1018.5,294.45,299.75,NA
2008-10-20,NSW,290.25,295.34999999999997,,55.0,1019.3,291.25,294.95,NA
2008-10-21,NSW,287.65,292.34999999999997,,59.0,1019.6,289.95,291.95,NA
2008-10-22,NSW,283.04999999999995,287.45,,74.0,1021.9,283.45,285.54999999999995,NA
2008-10-23,NSW,281.04999999999995,288.84999999999997,,75.0,1022.5,285.04999999999995,287.25,NA
2008-10-24,NSW,282.15,293.34999999999997,,51.0,1019.0,287.54999999999995,291.34999999999997,NA
2008-10-25,NSW,285.45,297.15,,47.0,1015.1,290.45,295.34999999999997,NA
2008-10-26,NSW,287.54999999999995,297.54999999999995,,57.0,1013.4,293.34999999999997,296.75,NA
2008-10-27,NSW,292.95,306.75,,38.0,1010.8,296.84999999999997,302.95,NA
2008-10-28,NSW,290.75,295.04999999999995,,70.0,1019.9,293.95,293.65,NA
2008-10-29,NSW,289.95,290.45,,91.0,1023.8,290.34999999999997,289.84999999999997,NA
2008-10-30,NSW,288.25,298.95,,70.0,1016.7,290.15,296.65,NA
2008-10-31,NSW,290.04999999999995,308.15,,24.0,1005.3,298.75,307.75,NA
2008-11-01,NSW,291.15,294.34999999999997,,64.0,1022.9,292.04999999999995,293.54999999999995,NA
2008-11-02,NSW,290.65,296.25,,60.0,1021.0,291.45,293.15,NA
2008-11-03,NSW,290.34999999999997,303.45,,35.0,1006.0,296.25,301.75,NA
2008-11-04,NSW,288.65,292.15,,62.0,1015.9,290.65,290.95,NA
2008-11-05,NSW,287.65,294.15,,60.0,1010.6,291.34999999999997,293.25,NA
2008-11-06,NSW,288.34999999999997,303.45,,45.0,1006.7,294.15,298.15,NA
2008-11-07,NSW,289.15,297.25,,60.0,1011.1,291.84999999999997,294.45,NA
2008-11-08,NSW,291.54999999999995,298.34999999999997,,47.0,1003.8,295.25,295.95,NA
2008-11-09,NSW,289.75,296.15,,60.0,1017.9,293.84999999999997,294.65,NA
2008-11-10,NSW,290.54999999999995,296.45,,56.0,1021.9,295.04999999999995,295.34999999999997,NA
2008-11-11,NSW,289.04999999999995,296.25,,49.0,1020.9,293.65,295.45,NA
2008-11-12,NSW,289.54999999999995,297.75,,54.0,1017.1,293.65,297.15,NA
2008-11-13,NSW,292.15,298.04999999999995,,65.0,1016.0,296.54999999999995,297.34999999999997,NA
2008-11-14,NSW,292.34999999999997,300.15,,57.0,1010.6,297.45,299.25,NA
2008-11-15,NSW,291.65,296.25,,73.0,1012.1,291.75,294.65,NA
2008-11-16,NSW,290.34999999999997,295.54999999999995,,64.0,1016.7,292.25,292.54999999999995,NA
2008-11-17,NSW,288.65,294.04999999999995,,50.0,1017.5,291.95,293.15,NA
2008-11-18,NSW,289.34999999999997,296.54999999999995,,60.0,1013.7,293.75,294.75,NA
2008-11-19,NSW,290.15,295.25,,78.0,1008.2,291.54999999999995,294.04999999999995,NA
2008-11-20,NSW,290.45,300.75,,59.0,997.5,295.15,299.84999999999997,NA
2008-11-21,NSW,289.84999999999997,300.84999999999997,,46.0,996.4,295.25,296.84999999999997,NA
2008-11-22,NSW,291.04999999999995,293.75,,30.0,991.4,293.45,290.34999999999997,NA
2008-11-23,NSW,285.34999999999997,292.84999999999997,,55.0,991.0,286.95,291.54999999999995,NA
